UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,machine_id
1092,L48271,L,297.0,307.7,1447,46.4,8,0,0,0,0,0,0,M_2091
1099,M15958,M,296.9,307.4,1521,37.9,27,0,0,0,0,0,0,M_2098
1101,H30514,H,296.8,307.5,1695,30.0,33,0,0,0,0,0,0,M_2100
1121,H30534,H,296.6,307.7,1654,31.0,91,0,0,0,0,0,0,M_2120
1123,L48302,L,296.5,307.6,1541,38.5,98,0,0,0,0,0,0,M_2122
1125,M15984,M,296.7,307.8,1258,69.0,105,1,0,0,1,0,0,M_2124
1126,M15985,M,296.7,307.8,1375,51.4,108,0,0,0,0,0,0,M_2125
1133,L48312,L,296.8,307.9,1271,61.4,125,0,0,0,0,0,0,M_2132
1134,M15993,M,296.8,307.9,1418,47.9,127,0,0,0,0,0,0,M_2133
1137,L48316,L,296.9,307.8,1557,38.1,135,0,0,0,0,0,0,M_2136
1139,L48318,L,296.9,307.9,1435,41.6,139,0,0,0,0,0,0,M_2138
1144,L48323,L,297.0,307.9,1479,39.2,151,0,0,0,0,0,0,M_2143
1149,L48328,L,297.1,308.0,1348,58.0,162,0,0,0,0,0,0,M_2148
1151,L48330,L,297.1,307.9,1456,50.0,166,0,0,0,0,0,0,M_2150
1155,L48334,L,296.9,307.9,1626,29.9,177,0,0,0,0,0,0,M_2154
1166,L48345,L,297.1,308.1,1487,34.6,208,0,0,0,0,0,0,M_2165
1168,L48347,L,297.0,308.1,1362,52.5,213,1,0,0,0,1,0,M_2167
1170,L48349,L,297.0,308.1,1355,43.7,217,0,0,0,0,0,0,M_2169
1172,H30585,H,297.0,308.1,1517,41.4,222,0,0,0,0,0,0,M_2171
1178,M16037,M,297.2,308.3,1604,39.4,9,0,0,0,0,0,0,M_2177
1180,L48359,L,297.3,308.4,1441,43.4,14,0,0,0,0,0,0,M_2179
1185,L48364,L,297.3,308.5,1497,47.5,27,0,0,0,0,0,0,M_2184
1192,M16051,M,297.2,308.3,1776,28.0,43,0,0,0,0,0,0,M_2191
1199,H30612,H,296.9,307.9,1557,36.5,63,0,0,0,0,0,0,M_2198
1203,M16062,M,297.0,308.1,1355,51.4,76,0,0,0,0,0,0,M_2202
1206,L48385,L,296.8,308.0,1371,54.5,86,0,0,0,0,0,0,M_2205
1207,H30620,H,296.9,308.0,1318,53.5,88,0,0,0,0,0,0,M_2206
1215,M16074,M,296.8,307.8,1694,33.0,115,0,0,0,0,0,0,M_2214
1219,M16078,M,297.0,308.2,1702,30.7,124,0,0,0,0,0,0,M_2218
1230,L48409,L,297.1,308.4,1304,53.5,153,0,0,0,0,0,0,M_2229
1240,H30653,H,297.2,308.5,1482,39.3,187,0,0,0,0,0,0,M_2239
1241,L48420,L,297.2,308.6,1636,31.3,192,0,0,0,0,0,0,M_2240
1242,M16101,M,297.1,308.5,1621,32.4,194,0,0,0,0,0,0,M_2241
1244,M16103,M,297.1,308.4,1432,53.4,199,0,0,0,0,0,0,M_2243
1247,H30660,H,297.2,308.5,1653,33.3,207,0,0,0,0,0,0,M_2246
1249,L48428,L,297.2,308.6,1489,40.2,214,0,0,0,0,0,0,M_2248
1250,L48429,L,297.3,308.7,1467,36.8,216,0,0,0,0,0,0,M_2249
1253,L48432,L,297.5,308.8,1533,41.5,223,0,0,0,0,0,0,M_2252
1257,M16116,M,297.5,308.9,1535,37.7,12,0,0,0,0,0,0,M_2256
1266,L48445,L,297.9,309.4,1558,35.7,39,0,0,0,0,0,0,M_2265
1267,L48446,L,298.0,309.6,1633,34.8,41,0,0,0,0,0,0,M_2266
1268,M16127,M,298.1,309.6,1549,38.7,43,0,0,0,0,0,0,M_2267
1275,H30688,H,298.1,309.5,1530,40.2,65,0,0,0,0,0,0,M_2274
1277,M16136,M,298.2,309.4,1693,34.4,73,0,0,0,0,0,0,M_2276
1280,M16139,M,298.3,309.6,1531,40.1,81,0,0,0,0,0,0,M_2279
1284,L48463,L,298.3,309.4,1356,45.4,96,0,0,0,0,0,0,M_2283
1285,L48464,L,298.4,309.5,2153,15.3,98,1,0,0,1,0,0,M_2284
1287,L48466,L,298.5,309.6,1582,40.3,103,0,0,0,0,0,0,M_2286
1291,L48470,L,298.6,309.7,1429,45.8,113,0,0,0,0,0,0,M_2290
1292,M16151,M,298.6,309.7,1675,28.4,115,0,0,0,0,0,0,M_2291
1297,L48476,L,298.7,309.9,1621,34.1,130,0,0,0,0,0,0,M_2296
1300,M16159,M,298.7,309.9,1458,40.2,137,0,0,0,0,0,0,M_2299
1301,L48480,L,298.7,309.8,1322,57.0,140,0,0,0,0,0,0,M_2300
1302,L48481,L,298.7,309.9,1483,32.8,142,0,0,0,0,0,0,M_2301
1305,L48484,L,298.8,310.0,2098,19.6,148,0,0,0,0,0,0,M_2304
1307,L48486,L,298.8,310.0,1487,41.4,152,0,0,0,0,0,0,M_2306
1309,L48488,L,298.9,310.1,1750,25.0,156,0,0,0,0,0,0,M_2308
1312,L48491,L,298.9,310.1,1587,30.2,162,0,0,0,0,0,0,M_2311
1313,L48492,L,298.9,310.1,1473,42.6,164,0,0,0,0,0,0,M_2312
1317,L48496,L,299.0,310.3,1507,36.7,173,0,0,0,0,0,0,M_2316
1325,M16184,M,298.8,310.1,1243,74.5,194,1,0,0,1,1,0,M_2324
1327,L48506,L,298.9,310.2,1411,46.5,202,0,0,0,0,0,0,M_2326
1332,H30745,H,298.9,310.2,1771,26.8,216,0,0,0,0,0,0,M_2331
1334,M16193,M,299.0,310.3,1558,35.4,223,0,0,0,0,0,0,M_2333
1337,L48516,L,298.9,310.3,1583,32.6,230,0,0,0,0,0,0,M_2336
1342,M16201,M,298.6,310.2,1328,50.5,12,0,0,0,0,0,0,M_2341
1343,M16202,M,298.6,310.1,1596,33.0,15,0,0,0,0,0,0,M_2342
1344,L48523,L,298.5,310.2,1676,32.7,18,0,0,0,0,0,0,M_2343
1349,L48528,L,298.7,310.2,1363,45.5,28,0,0,0,0,0,0,M_2348
1354,M16213,M,298.6,310.1,1444,48.1,39,0,0,0,0,0,0,M_2353
1366,L48545,L,298.7,310.1,1676,33.5,70,0,0,0,0,0,0,M_2365
1368,M16227,M,298.8,310.2,1581,37.5,75,0,0,0,0,0,0,M_2367
1369,H30782,H,298.8,310.3,1708,27.1,78,0,0,0,0,0,0,M_2368
1377,M16236,M,298.8,310.2,1527,31.2,102,0,0,0,0,0,0,M_2376
1378,L48557,L,298.8,310.2,1461,46.7,105,0,0,0,0,0,0,M_2377
1381,L48560,L,298.7,310.1,1786,27.7,114,0,0,0,0,0,0,M_2380
1383,L48562,L,298.8,310.1,1653,30.3,119,0,0,0,0,0,0,M_2382
1387,L48566,L,298.9,310.2,1445,40.0,129,0,0,0,0,0,0,M_2386
1388,L48567,L,298.9,310.1,1823,26.1,131,0,0,0,0,0,0,M_2387
1389,H30802,H,298.9,310.1,1491,45.3,133,0,0,0,0,0,0,M_2388
1390,L48569,L,298.9,310.2,1533,42.8,138,0,0,0,0,0,0,M_2389
1391,L48570,L,298.9,310.2,1409,54.8,140,0,0,0,0,0,0,M_2390
1395,L48574,L,299.1,310.4,1527,44.0,149,0,0,0,0,0,0,M_2394
1396,L48575,L,299.1,310.4,1452,39.7,151,0,0,0,0,0,0,M_2395
1404,L48583,L,299.0,310.2,1372,48.0,174,0,0,0,0,0,0,M_2403
1405,M16264,M,298.9,310.1,1555,40.6,176,0,0,0,0,0,0,M_2404
1410,L48589,L,298.9,310.1,1466,42.5,187,0,0,0,0,0,0,M_2409
1423,L48602,L,298.7,309.8,1530,35.5,0,0,0,0,0,0,0,M_2422
1429,L48608,L,298.8,309.9,1568,33.7,13,0,0,0,0,0,0,M_2428
1432,M16291,M,298.9,309.9,1404,41.4,20,0,0,0,0,0,0,M_2431
1436,H30849,H,298.8,309.9,1526,42.1,30,0,0,0,0,0,0,M_2435
1441,M16300,M,298.8,309.9,1741,27.7,50,0,0,0,0,0,0,M_2440
1443,M16302,M,298.8,310.0,1486,38.5,55,0,0,0,0,0,0,M_2442
1448,M16307,M,299.0,310.3,1662,33.6,67,0,0,0,0,0,0,M_2447
1450,H30863,H,299.0,310.4,1677,30.8,73,0,0,0,0,0,0,M_2449
1460,L48639,L,299.0,310.3,1472,36.1,97,0,0,0,0,0,0,M_2459
1461,L48640,L,299.0,310.3,1437,47.8,99,0,0,0,0,0,0,M_2460
1467,L48646,L,298.7,309.8,1365,50.5,111,0,0,0,0,0,0,M_2466
1479,L48658,L,298.3,309.4,1568,35.8,140,0,0,0,0,0,0,M_2478
1482,M16341,M,298.2,309.2,1332,60.2,147,0,0,0,0,0,0,M_2481
1485,M16344,M,298.0,309.0,1562,39.2,155,0,0,0,0,0,0,M_2484
1487,M16346,M,298.2,309.2,1524,34.6,161,0,0,0,0,0,0,M_2486
1493,M16352,M,298.0,308.7,1479,58.5,176,1,0,0,1,0,0,M_2492
1496,H30909,H,297.9,308.5,1383,44.6,184,0,0,0,0,0,0,M_2495
1501,M16360,M,298.0,308.7,2101,17.4,198,0,0,0,0,0,0,M_2500
1509,M16368,M,298.0,308.6,1507,37.3,217,0,0,0,0,0,0,M_2508
1518,M16377,M,298.2,308.9,1408,38.8,20,0,0,0,0,0,0,M_2517
1522,M16381,M,298.2,308.9,1585,34.3,33,0,0,0,0,0,0,M_2521
1524,L48703,L,298.3,309.0,1519,36.9,41,0,0,0,0,0,0,M_2523
1525,L48704,L,298.2,309.0,1601,35.8,43,0,0,0,0,0,0,M_2524
1526,L48705,L,298.2,309.0,2449,13.8,45,0,0,0,0,0,0,M_2525
1529,L48708,L,298.1,309.0,1559,34.0,54,0,0,0,0,0,0,M_2528
1530,L48709,L,298.1,309.0,1557,36.0,56,0,0,0,0,0,0,M_2529
1532,H30945,H,298.1,309.0,1438,41.4,60,0,0,0,0,0,0,M_2531
1538,M16397,M,298.4,309.1,1467,39.6,78,0,0,0,0,0,0,M_2537
1541,M16400,M,298.4,309.1,1525,39.3,86,0,0,0,0,0,0,M_2540
1543,L48722,L,298.3,308.9,1379,54.7,91,0,0,0,0,0,0,M_2542
1550,L48729,L,298.4,308.9,1706,29.5,107,0,0,0,0,0,0,M_2549
1556,L48735,L,298.4,308.6,1491,42.0,120,0,0,0,0,0,0,M_2555
1561,M16420,M,298.2,308.4,1510,39.9,134,0,0,0,0,0,0,M_2560
1568,L48747,L,298.1,308.2,1521,39.3,151,0,0,0,0,0,0,M_2567
1572,L48751,L,298.3,308.4,1528,37.3,160,0,0,0,0,0,0,M_2571
1574,L48753,L,298.2,308.2,1466,42.4,164,0,0,0,0,0,0,M_2573
1578,L48757,L,298.3,308.4,1484,43.4,172,0,0,0,0,0,0,M_2577
1582,M16441,M,298.2,308.3,1560,33.0,181,0,0,0,0,0,0,M_2581
1586,L48765,L,298.2,308.3,1400,48.7,194,0,0,0,0,0,0,M_2585
1592,L48771,L,298.2,308.4,1355,49.4,209,0,0,0,0,0,0,M_2591
1595,M16454,M,298.0,308.2,1373,51.2,215,0,0,0,0,0,0,M_2594
1602,L48781,L,297.8,307.8,1597,38.2,11,0,0,0,0,0,0,M_2601
1603,H31016,H,297.8,307.9,1600,33.5,13,0,0,0,0,0,0,M_2602
1605,L48784,L,297.8,307.8,1452,39.8,21,0,0,0,0,0,0,M_2604
1606,L48785,L,297.8,307.8,1396,42.5,23,0,0,0,0,0,0,M_2605
1608,L48787,L,297.8,307.8,1412,48.3,27,0,0,0,0,0,0,M_2607
1614,L48793,L,297.9,308.0,1296,62.9,41,0,0,0,0,0,0,M_2613
1620,L48799,L,297.9,307.7,1590,34.6,57,0,0,0,0,0,0,M_2619
1623,H31036,H,297.7,307.6,1538,38.3,63,0,0,0,0,0,0,M_2622
1626,L48805,L,297.9,307.8,1365,46.9,73,0,0,0,0,0,0,M_2625
1634,L48813,L,297.9,307.9,1476,45.2,91,0,0,0,0,0,0,M_2633
1637,L48816,L,297.9,307.8,1505,37.3,100,0,0,0,0,0,0,M_2636
1639,L48818,L,297.9,307.8,1397,45.0,104,0,0,0,0,0,0,M_2638
1640,M16499,M,297.9,307.8,1450,43.5,106,0,0,0,0,0,0,M_2639
1641,L48820,L,298.0,307.8,1567,36.4,109,0,0,0,0,0,0,M_2640
1642,M16501,M,298.0,308.0,1555,37.0,111,0,0,0,0,0,0,M_2641
1646,L48825,L,297.9,307.8,1538,38.5,123,0,0,0,0,0,0,M_2645
1647,M16506,M,297.9,307.7,1527,42.8,125,0,0,0,0,0,0,M_2646
1649,L48828,L,297.9,307.8,1373,50.2,130,0,0,0,0,0,0,M_2648
1652,L48831,L,298.0,307.8,1414,51.7,140,0,0,0,0,0,0,M_2651
1654,L48833,L,298.0,307.8,1386,57.3,147,0,0,0,0,0,0,M_2653
1664,M16523,M,298.1,307.9,1759,28.6,176,0,0,0,0,0,0,M_2663
1665,L48844,L,298.2,308.0,1535,38.0,179,0,0,0,0,0,0,M_2664
1668,L48847,L,298.2,307.9,1769,27.2,188,0,0,0,0,0,0,M_2667
1669,L48848,L,298.2,307.9,1551,34.1,190,0,0,0,0,0,0,M_2668
1675,L48854,L,298.1,307.8,1540,37.8,203,0,0,0,0,0,0,M_2674
1679,L48858,L,298.0,307.5,1644,32.8,215,0,0,0,0,0,0,M_2678
1680,L48859,L,298.0,307.5,1792,27.9,217,0,0,0,0,0,0,M_2679
1683,H31096,H,297.9,307.4,1604,36.1,225,1,1,0,0,0,0,M_2682
1686,L48865,L,297.9,307.3,1824,26.3,5,0,0,0,0,0,0,M_2685
1687,H31100,H,297.9,307.3,1663,28.7,7,0,0,0,0,0,0,M_2686
1688,L48867,L,297.9,307.3,1502,36.7,12,0,0,0,0,0,0,M_2687
1690,L48869,L,297.9,307.5,1561,37.7,16,0,0,0,0,0,0,M_2689
1694,H31107,H,298.0,307.5,1683,27.8,26,0,0,0,0,0,0,M_2693
1699,L48878,L,297.9,307.6,1481,38.0,40,0,0,0,0,0,0,M_2698
1705,M16564,M,298.1,307.8,1503,44.7,54,0,0,0,0,0,0,M_2704
1708,L48887,L,298.2,307.8,1439,41.6,62,0,0,0,0,0,0,M_2707
1710,L48889,L,298.2,307.8,1749,26.1,66,0,0,0,0,0,0,M_2709
1713,L48892,L,298.3,307.9,1551,33.8,72,0,0,0,0,0,0,M_2712
1716,L48895,L,298.2,307.8,1585,34.6,78,0,0,0,0,0,0,M_2715
1717,L48896,L,298.1,307.7,1523,37.7,80,0,0,0,0,0,0,M_2716
1720,L48899,L,298.2,307.7,1503,38.3,87,0,0,0,0,0,0,M_2719
1725,M16584,M,298.3,307.8,1457,52.5,98,0,0,0,0,0,0,M_2724
1726,M16585,M,298.3,307.8,1392,50.4,101,0,0,0,0,0,0,M_2725
1728,M16587,M,298.3,307.7,1602,33.4,106,0,0,0,0,0,0,M_2727
1734,L48913,L,298.4,308.0,1515,42.8,125,0,0,0,0,0,0,M_2733
1735,M16594,M,298.5,308.1,1501,39.2,127,0,0,0,0,0,0,M_2734
1736,L48915,L,298.4,308.0,1380,47.6,130,0,0,0,0,0,0,M_2735
1743,L48922,L,298.5,308.0,1379,49.6,152,0,0,0,0,0,0,M_2742
1750,L48929,L,298.3,307.7,1576,33.8,171,0,0,0,0,0,0,M_2749
1751,M16610,M,298.4,307.8,1617,31.6,173,0,0,0,0,0,0,M_2750
1754,L48933,L,298.2,307.5,1470,51.3,180,0,0,0,0,0,0,M_2753
1758,M16617,M,298.1,307.4,1335,56.2,190,0,0,0,0,0,0,M_2757
1760,H31173,H,298.0,307.4,1606,35.2,195,0,0,0,0,0,0,M_2759
1762,L48941,L,298.1,307.6,1950,20.3,202,0,0,0,0,0,0,M_2761
1763,H31176,H,298.2,307.6,1460,48.6,204,0,0,0,0,0,0,M_2762
1764,L48943,L,298.2,307.6,1511,31.0,209,1,1,0,0,0,0,M_2763
1765,H31178,H,298.2,307.6,1318,55.7,0,0,0,0,0,0,0,M_2764
1767,M16626,M,298.3,307.7,1717,27.1,7,0,0,0,0,0,0,M_2766
1772,L48951,L,298.4,307.9,1446,45.3,23,0,0,0,0,0,0,M_2771
1779,L48958,L,298.6,308.2,1325,54.0,41,0,0,0,0,0,0,M_2778
1782,L48961,L,298.5,308.1,1662,28.6,48,0,0,0,0,0,0,M_2781
1788,L48967,L,298.4,308.2,1364,45.9,63,0,0,0,0,0,0,M_2787
1793,M16652,M,298.1,307.7,1445,48.0,73,0,0,0,0,0,0,M_2792
1797,H31210,H,298.1,307.6,1542,37.1,84,0,0,0,0,0,0,M_2796
1799,M16658,M,298.0,307.5,1431,52.9,92,0,0,0,0,0,0,M_2798
1803,H31216,H,298.1,307.6,1496,44.1,104,0,0,0,0,0,0,M_2802
1805,L48984,L,298.1,307.7,1495,48.1,111,0,0,0,0,0,0,M_2804
1811,L48990,L,298.1,307.6,1364,53.8,129,0,0,0,0,0,0,M_2810
1815,L48994,L,298.1,307.7,1650,34.1,138,0,0,0,0,0,0,M_2814
1817,L48996,L,298.1,307.6,1460,46.5,143,0,0,0,0,0,0,M_2816
1822,L49001,L,298.1,307.6,1354,43.3,155,0,0,0,0,0,0,M_2821
1824,L49003,L,298.1,307.7,1414,48.7,159,0,0,0,0,0,0,M_2823
1827,H31240,H,297.8,307.3,1516,40.1,166,0,0,0,0,0,0,M_2826
1828,M16687,M,297.9,307.3,1420,47.8,171,0,0,0,0,0,0,M_2827
1829,L49008,L,297.8,307.2,1351,56.3,174,0,0,0,0,0,0,M_2828
1837,L49016,L,297.7,307.2,1518,35.8,195,0,0,0,0,0,0,M_2836
1839,M16698,M,297.8,307.2,1456,39.6,199,0,0,0,0,0,0,M_2838
1842,L49021,L,297.7,307.2,1668,37.8,5,0,0,0,0,0,0,M_2841
1844,L49023,L,297.6,307.1,1496,39.2,12,0,0,0,0,0,0,M_2843
1847,H31260,H,297.7,307.3,1514,38.6,19,0,0,0,0,0,0,M_2846
1853,M16712,M,297.6,307.1,1526,39.1,39,0,0,0,0,0,0,M_2852
1854,L49033,L,297.6,307.2,1486,40.6,42,0,0,0,0,0,0,M_2853
1855,M16714,M,297.6,307.2,1470,42.6,44,0,0,0,0,0,0,M_2854
1856,H31269,H,297.7,307.3,1249,62.8,47,0,0,0,0,0,0,M_2855
1862,M16721,M,297.9,307.6,1609,30.3,64,0,0,0,0,0,0,M_2861
1866,L49045,L,297.9,307.7,1567,34.7,74,0,0,0,0,0,0,M_2865
1869,L49048,L,298.3,308.0,1361,56.9,81,0,0,0,0,0,0,M_2868
1876,L49055,L,298.3,308.0,1363,50.1,96,0,0,0,0,0,0,M_2875
1885,M16744,M,298.0,307.6,1792,26.0,119,0,0,0,0,0,0,M_2884
1886,L49065,L,298.0,307.6,1683,32.8,122,0,0,0,0,0,0,M_2885
1888,M16747,M,297.9,307.5,1642,32.4,126,0,0,0,0,0,0,M_2887
1896,L49075,L,297.9,307.6,1344,54.3,151,0,0,0,0,0,0,M_2895
1897,L49076,L,297.9,307.5,1574,35.8,153,0,0,0,0,0,0,M_2896
1899,L49078,L,297.8,307.5,1372,54.1,157,0,0,0,0,0,0,M_2898
1900,L49079,L,297.8,307.5,1388,40.0,159,0,0,0,0,0,0,M_2899
1901,H31314,H,297.9,307.6,1493,36.0,161,0,0,0,0,0,0,M_2900
1905,M16764,M,298.0,307.6,1569,35.6,173,0,0,0,0,0,0,M_2904
1907,L49086,L,297.9,307.6,1430,52.4,178,0,0,0,0,0,0,M_2906
1909,L49088,L,297.9,307.6,1977,20.2,182,0,0,0,0,0,0,M_2908
1911,H31324,H,298.0,307.7,1547,36.8,186,0,0,0,0,0,0,M_2910
1914,M16773,M,298.0,307.8,1492,40.2,197,0,0,0,0,0,0,M_2913
1918,M16777,M,298.1,307.9,1463,47.3,206,0,0,0,0,0,0,M_2917
1926,L49105,L,297.9,307.7,1537,37.7,15,0,0,0,0,0,0,M_2925
1928,H31341,H,298.0,307.8,1314,47.8,19,0,0,0,0,0,0,M_2927
1930,M16789,M,298.0,307.8,1483,50.9,26,0,0,0,0,0,0,M_2929
1931,M16790,M,298.1,307.9,1569,37.0,29,0,0,0,0,0,0,M_2930
1932,M16791,M,298.2,308.0,1969,21.7,32,0,0,0,0,0,0,M_2931
1934,L49113,L,298.1,308.0,1638,35.1,38,0,0,0,0,0,0,M_2933
1939,L49118,L,298.1,307.9,1517,40.8,50,0,0,0,0,0,0,M_2938
1940,M16799,M,298.1,307.9,1303,53.9,52,0,0,0,0,0,0,M_2939
1950,M16809,M,298.1,308.0,1543,41.9,73,0,0,0,0,0,0,M_2949
1951,M16810,M,298.0,307.9,1479,47.6,76,0,0,0,0,0,0,M_2950
1954,L49133,L,297.9,307.7,1593,34.9,83,0,0,0,0,0,0,M_2953
1959,H31372,H,297.9,307.7,1464,43.2,97,0,0,0,0,0,0,M_2958
1960,M16819,M,297.8,307.6,1352,49.4,102,0,0,0,0,0,0,M_2959
1961,L49140,L,297.8,307.6,1446,51.4,105,0,0,0,0,0,0,M_2960
1968,L49147,L,297.9,307.6,1589,37.8,120,0,0,0,0,0,0,M_2967
1970,H31383,H,297.8,307.5,1631,31.3,124,0,0,0,0,0,0,M_2969
1971,M16830,M,297.9,307.6,1202,67.0,129,0,0,0,0,0,0,M_2970
1975,L49154,L,298.0,307.6,1450,48.7,138,0,0,0,0,0,0,M_2974
1977,M16836,M,298.1,307.7,1419,47.4,142,0,0,0,0,0,0,M_2976
1981,M16840,M,298.0,307.6,1301,58.5,155,0,0,0,0,0,0,M_2980
1986,L49165,L,298.1,307.7,1537,40.8,169,0,0,0,0,0,0,M_2985
1987,L49166,L,298.1,307.6,1498,42.9,171,0,0,0,0,0,0,M_2986
1991,L49170,L,298.2,307.8,1423,48.1,183,0,0,0,0,0,0,M_2990
1992,M16851,M,298.2,307.8,1583,36.6,185,0,0,0,0,0,0,M_2991
1995,M16854,M,298.2,307.9,1403,45.1,193,0,0,0,0,0,0,M_2994
1998,L49177,L,298.3,308.1,1672,41.3,0,0,0,0,0,0,0,M_2997
1999,H31412,H,298.3,308.0,1637,30.8,2,0,0,0,0,0,0,M_2998
2001,L49180,L,298.4,308.1,1279,53.1,9,0,0,0,0,0,0,M_3000
2004,M16863,M,298.5,308.2,1564,37.5,15,0,0,0,0,0,0,M_3003
2010,M16869,M,298.6,308.3,1717,28.7,29,0,0,0,0,0,0,M_3009
2011,L49190,L,298.6,308.3,1278,60.5,32,0,0,0,0,0,0,M_3010
2015,L49194,L,298.6,308.4,1310,59.7,40,0,0,0,0,0,0,M_3014
2024,L49203,L,298.7,308.5,1444,54.2,62,0,0,0,0,0,0,M_3023
2027,M16886,M,298.7,308.5,1360,52.9,69,0,0,0,0,0,0,M_3026
2028,L49207,L,298.7,308.4,1750,25.8,72,0,0,0,0,0,0,M_3027
2033,L49212,L,298.8,308.5,1444,42.2,83,0,0,0,0,0,0,M_3032
2034,H31447,H,298.8,308.5,1359,47.6,85,0,0,0,0,0,0,M_3033
2038,H31451,H,299.0,308.7,1940,19.9,98,0,0,0,0,0,0,M_3037
2044,M16903,M,299.2,309.0,1597,30.3,115,0,0,0,0,0,0,M_3043
2045,L49224,L,299.3,309.1,1470,41.1,118,0,0,0,0,0,0,M_3044
2048,L49227,L,299.3,309.2,1775,24.2,125,0,0,0,0,0,0,M_3047
2049,L49228,L,299.3,309.2,1465,41.5,127,0,0,0,0,0,0,M_3048
2050,M16909,M,299.3,309.2,1586,37.9,129,0,0,0,0,0,0,M_3049
2051,M16910,M,299.5,309.3,1675,29.2,132,0,0,0,0,0,0,M_3050
2052,M16911,M,299.4,309.2,1470,44.4,135,0,0,0,0,0,0,M_3051
2057,L49236,L,299.5,309.3,1333,54.1,147,0,0,0,0,0,0,M_3056
2061,L49240,L,299.6,309.5,1803,27.7,159,0,0,0,0,0,0,M_3060
2063,M16922,M,299.7,309.6,1477,42.7,163,0,0,0,0,0,0,M_3062
2065,L49244,L,299.6,309.5,1453,41.4,168,0,0,0,0,0,0,M_3064
2066,L49245,L,299.7,309.6,1419,45.1,170,0,0,0,0,0,0,M_3065
2067,L49246,L,299.7,309.6,1512,36.2,172,0,0,0,0,0,0,M_3066
2072,M16931,M,299.7,309.6,1313,60.0,186,0,0,0,0,0,0,M_3071
2074,L49253,L,299.6,309.4,1677,31.1,191,0,0,0,0,0,0,M_3073
2075,L49254,L,299.5,309.4,1602,31.5,193,0,0,0,0,0,0,M_3074
2080,M16939,M,299.3,309.3,1523,37.9,204,0,0,0,0,0,0,M_3079
2083,H31496,H,299.4,309.2,1513,36.1,212,0,0,0,0,0,0,M_3082
2086,L49265,L,299.5,309.3,1462,46.7,7,0,0,0,0,0,0,M_3085
2091,L49270,L,299.5,309.2,1393,47.3,20,0,0,0,0,0,0,M_3090
2097,M16956,M,299.5,309.4,1387,56.2,32,0,0,0,0,0,0,M_3096
2098,M16957,M,299.4,309.4,1326,47.5,35,0,0,0,0,0,0,M_3097
2103,L49282,L,299.3,309.3,1325,62.0,47,0,0,0,0,0,0,M_3102
2106,L49285,L,299.3,309.1,1495,44.0,55,0,0,0,0,0,0,M_3105
2107,L49286,L,299.4,309.1,1645,28.6,57,0,0,0,0,0,0,M_3106
2114,L49293,L,299.5,309.1,1863,22.5,79,0,0,0,0,0,0,M_3113
2117,M16976,M,299.4,309.0,1381,44.9,88,0,0,0,0,0,0,M_3116
2121,H31534,H,299.2,308.8,1908,21.3,104,0,0,0,0,0,0,M_3120
2126,L49305,L,299.3,308.9,1258,69.4,119,1,0,0,1,0,0,M_3125
2131,L49310,L,299.4,309.0,1391,58.2,135,0,0,0,0,0,0,M_3130
2137,L49316,L,299.2,308.9,1588,41.5,150,0,0,0,0,0,0,M_3136
2138,L49317,L,299.3,308.9,1623,31.1,152,0,0,0,0,0,0,M_3137
2140,L49319,L,299.3,309.0,1415,47.6,156,0,0,0,0,0,0,M_3139
2142,M17001,M,299.3,308.9,1577,34.9,160,0,0,0,0,0,0,M_3141
2144,M17003,M,299.3,308.8,1442,49.0,165,0,0,0,0,0,0,M_3143
2149,L49328,L,299.4,308.9,1583,34.1,176,0,0,0,0,0,0,M_3148
2157,M17016,M,299.4,308.9,1457,41.5,201,0,0,0,0,0,0,M_3156
2160,M17019,M,299.5,309.0,1602,31.3,210,0,0,0,0,0,0,M_3159
2161,L49340,L,299.4,309.0,1507,41.0,213,0,0,0,0,0,0,M_3160
2163,L49342,L,299.5,309.1,1336,42.1,217,0,0,0,0,0,0,M_3162
2172,L49351,L,299.5,309.1,1502,44.6,13,0,0,0,0,0,0,M_3171
2180,L49359,L,299.6,309.2,1601,33.3,33,0,0,0,0,0,0,M_3179
2181,H31594,H,299.6,309.2,1597,36.3,35,0,0,0,0,0,0,M_3180
2191,M17050,M,299.6,309.1,1471,44.3,67,0,0,0,0,0,0,M_3190
2193,L49372,L,299.6,309.0,1472,48.8,72,0,0,0,0,0,0,M_3192
2194,M17053,M,299.5,308.9,1448,42.9,74,0,0,0,0,0,0,M_3193
2197,M17056,M,299.7,308.9,1551,35.4,82,0,0,0,0,0,0,M_3196
2199,M17058,M,299.7,308.9,1478,41.0,87,0,0,0,0,0,0,M_3198
2201,L49380,L,299.8,309.1,1546,35.6,93,0,0,0,0,0,0,M_3200
2204,L49383,L,299.8,309.0,1614,30.8,100,0,0,0,0,0,0,M_3203
2205,M17064,M,299.7,309.1,1352,46.1,102,0,0,0,0,0,0,M_3204
2206,L49385,L,299.9,309.2,1624,34.6,105,0,0,0,0,0,0,M_3205
2212,M17071,M,299.6,309.0,1245,64.0,120,0,0,0,0,0,0,M_3211
2217,L49396,L,299.7,309.2,1645,30.8,137,0,0,0,0,0,0,M_3216
2220,M17079,M,299.6,309.1,1435,48.4,143,0,0,0,0,0,0,M_3219
