UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,machine_id
1145,L48324,L,297.0,307.9,1296,69.1,153,1,0,0,1,0,0,M_2144
4249,L51428,L,302.6,311.0,1506,37.2,95,0,0,0,0,0,0,M_5248
4111,L51290,L,302.0,310.6,1361,46.7,182,0,0,0,0,0,0,M_5110
463,L47642,L,297.4,308.7,1433,43.4,116,0,0,0,0,0,0,M_1462
2933,L50112,L,300.9,309.7,1460,42.1,181,0,0,0,0,0,0,M_3932
4624,L51803,L,303.0,311.1,1525,40.7,179,0,0,0,0,0,0,M_5623
3814,L50993,L,302.0,310.6,1467,44.9,86,0,0,0,0,0,0,M_4813
6309,M21168,M,300.8,310.1,1686,26.9,128,0,0,0,0,0,0,M_7308
4342,L51521,L,301.7,309.8,1398,46.0,109,0,0,0,0,0,0,M_5341
5301,M20160,M,303.8,313.2,1710,26.5,190,0,0,0,0,0,0,M_6300
6805,L53984,L,301.0,310.6,1588,33.7,114,0,0,0,0,0,0,M_7804
3283,L50462,L,301.2,309.9,1515,40.9,21,0,0,0,0,0,0,M_4282
2575,L49754,L,299.5,309.3,1972,19.3,177,0,0,0,0,0,0,M_3574
7962,L55141,L,301.0,312.2,1264,59.0,57,0,0,0,0,0,0,M_8961
7880,M22739,M,300.8,312.3,1535,40.3,71,0,0,0,0,0,0,M_8879
829,L48008,L,296.5,307.3,1566,37.2,164,0,0,0,0,0,0,M_1828
6487,L53666,L,300.5,309.8,1939,21.4,164,0,0,0,0,0,0,M_7486
7600,L54779,L,300.5,311.0,1759,28.3,13,0,0,0,0,0,0,M_8599
2541,L49720,L,299.1,308.8,1502,38.3,88,0,0,0,0,0,0,M_3540
5747,M20606,M,302.1,311.5,1635,31.6,23,0,0,0,0,0,0,M_6746
8527,L55706,L,298.3,309.3,1401,51.9,14,0,0,0,0,0,0,M_9526
9567,L56746,L,299.8,311.1,1603,35.1,179,0,0,0,0,0,0,M_10566
3743,L50922,L,302.4,311.4,1564,35.0,122,0,0,0,0,0,0,M_4742
7499,M22358,M,300.2,311.8,1748,28.5,184,0,0,0,0,0,0,M_8498
3525,M18384,M,301.8,310.8,1365,48.2,199,0,0,0,0,0,0,M_4524
21,H29434,H,298.9,309.3,1375,42.7,58,0,0,0,0,0,0,M_1020
1916,L49095,L,298.0,307.7,1492,38.7,202,0,0,0,0,0,0,M_2915
6572,M21431,M,301.3,310.6,1378,49.4,173,0,0,0,0,0,0,M_7571
9019,L56198,L,297.3,308.1,1615,35.4,217,1,1,0,0,0,0,M_10018
2013,L49192,L,298.6,308.4,1397,46.4,36,0,0,0,0,0,0,M_3012
5406,L52585,L,302.7,312.4,1444,48.7,9,0,0,0,0,0,0,M_6405
1296,L48475,L,298.7,309.8,1402,54.3,128,0,0,0,0,0,0,M_2295
3746,L50925,L,302.6,311.4,1738,25.8,128,0,0,0,0,0,0,M_4745
592,H30005,H,297.5,309.3,1525,41.7,235,0,0,0,0,0,0,M_1591
1407,L48586,L,298.9,310.1,1442,48.0,181,0,0,0,0,0,0,M_2406
222,H29635,H,298.4,308.5,1827,24.3,153,0,0,0,0,0,0,M_1221
5618,L52797,L,303.1,312.4,1404,61.5,127,1,0,0,1,0,0,M_6617
6249,L53428,L,300.8,310.1,1405,61.2,189,1,0,0,1,1,0,M_7248
4419,L51598,L,302.6,310.3,1642,33.2,82,0,0,0,0,0,0,M_5418
859,M15718,M,296.2,307.0,1516,37.6,25,0,0,0,0,0,0,M_1858
1784,H31197,H,298.3,308.0,1553,41.0,52,0,0,0,0,0,0,M_2783
7260,M22119,M,300.4,310.5,1500,43.0,9,0,0,0,0,0,0,M_8259
6857,M21716,M,301.1,311.3,1836,22.8,31,0,0,0,0,0,0,M_7856
1955,L49134,L,297.9,307.8,1459,46.9,85,0,0,0,0,0,0,M_2954
1747,L48926,L,298.4,308.0,1526,41.1,162,0,0,0,0,0,0,M_2746
3133,L50312,L,300.1,309.5,1557,40.6,59,0,0,0,0,0,0,M_4132
8037,L55216,L,300.7,311.7,1460,46.1,15,0,0,0,0,0,0,M_9036
8851,L56030,L,297.6,309.0,1491,43.2,7,0,0,0,0,0,0,M_9850
995,M15854,M,296.2,307.2,1168,63.4,172,0,0,0,0,0,0,M_1994
6109,M20968,M,300.8,310.9,1678,28.1,63,0,0,0,0,0,0,M_7108
731,M15590,M,297.3,308.6,1471,50.7,157,0,0,0,0,0,0,M_1730
6975,L54154,L,300.7,311.0,1318,48.2,128,0,0,0,0,0,0,M_7974
6274,L53453,L,301.2,310.8,1711,28.9,38,0,0,0,0,0,0,M_7273
6752,M21611,M,301.7,311.0,1505,37.1,190,0,0,0,0,0,0,M_7751
3510,L50689,L,301.8,311.0,1771,27.2,162,0,0,0,0,0,0,M_4509
3534,L50713,L,302.0,311.0,1563,36.2,8,0,0,0,0,0,0,M_4533
2514,L49693,L,299.0,308.7,1583,32.5,25,0,0,0,0,0,0,M_3513
5437,M20296,M,302.9,312.5,1679,30.9,79,0,0,0,0,0,0,M_6436
3626,M18485,M,302.1,311.4,1467,43.4,33,0,0,0,0,0,0,M_4625
466,M15325,M,297.3,308.6,1456,42.9,122,0,0,0,0,0,0,M_1465
6756,M21615,M,301.8,311.1,1663,31.6,199,0,0,0,0,0,0,M_7755
6760,L53939,L,301.7,311.0,1441,44.3,208,1,1,0,0,0,0,M_7759
7992,L55171,L,301.1,312.3,1534,39.0,129,0,0,0,0,0,0,M_8991
158,H29571,H,298.4,308.2,1478,43.5,206,0,0,0,0,0,0,M_1157
3961,L51140,L,302.2,311.4,1390,48.1,40,0,0,0,0,0,0,M_4960
8833,L56012,L,297.4,308.8,1651,34.1,163,0,0,0,0,0,0,M_9832
5471,M20330,M,302.7,312.2,1585,35.5,167,0,0,0,0,0,0,M_6470
186,L47365,L,298.2,308.2,1446,38.2,61,0,0,0,0,0,0,M_1185
1003,L48182,L,296.3,307.2,1646,35.0,192,0,0,0,0,0,0,M_2002
9509,L56688,L,299.2,310.4,1611,36.4,32,0,0,0,0,0,0,M_10508
5624,L52803,L,302.9,312.3,1578,36.3,141,0,0,0,0,0,0,M_6623
401,L47580,L,297.4,308.5,2100,16.9,176,0,0,0,0,0,0,M_1400
6241,M21100,M,301.2,310.7,1394,42.8,168,0,0,0,0,0,0,M_7240
8941,H38354,H,297.3,308.3,1935,19.3,24,0,0,0,0,0,0,M_9940
9933,L57112,L,298.3,308.2,1663,28.4,67,0,0,0,0,0,0,M_10932
7343,M22202,M,299.7,310.3,1661,34.5,6,0,0,0,0,0,0,M_8342
9833,L57012,L,298.4,309.2,2118,17.7,210,0,0,0,0,0,0,M_10832
8467,L55646,L,298.7,309.8,1469,38.4,62,0,0,0,0,0,0,M_9466
8757,L55936,L,297.5,308.7,1761,26.2,164,0,0,0,0,0,0,M_9756
7959,L55138,L,301.0,312.1,1377,49.9,48,0,0,0,0,0,0,M_8958
1251,L48430,L,297.3,308.7,1549,36.1,218,0,0,0,0,0,0,M_2250
3144,H32557,H,300.6,310.0,1419,42.4,90,0,0,0,0,0,0,M_4143
7431,M22290,M,300.0,311.4,1384,46.1,7,0,0,0,0,0,0,M_8430
60,L47239,L,298.8,309.1,1378,54.4,165,0,0,0,0,0,0,M_1059
7856,M22715,M,300.3,311.8,1592,32.1,11,0,0,0,0,0,0,M_8855
1114,M15973,M,296.6,307.4,1790,25.8,72,0,0,0,0,0,0,M_2113
3058,L50237,L,300.1,309.1,1400,46.7,77,0,0,0,0,0,0,M_4057
9570,M24429,M,299.8,311.0,1948,20.0,185,0,0,0,0,0,0,M_10569
1329,M16188,M,298.8,310.1,1719,28.8,206,0,0,0,0,0,0,M_2328
4996,L52175,L,303.6,312.6,1540,39.8,21,0,0,0,0,0,0,M_5995
6683,L53862,L,301.5,310.8,1512,38.9,9,0,0,0,0,0,0,M_7682
2073,L49252,L,299.6,309.5,1570,35.5,189,0,0,0,0,0,1,M_3072
4794,H34207,H,303.6,312.6,1498,40.2,155,0,0,0,0,0,0,M_5793
6830,H36243,H,300.9,310.9,1474,35.7,175,0,0,0,0,0,0,M_7829
9630,H39043,H,299.0,310.1,2053,19.7,137,0,0,0,0,0,0,M_10629
8219,L55398,L,299.1,310.5,1485,37.8,46,0,0,0,0,0,0,M_9218
7568,M22427,M,300.2,311.0,2370,14.7,144,0,0,0,0,0,0,M_8567
5923,L53102,L,300.5,310.3,1435,43.3,31,0,0,0,0,0,0,M_6922
1551,L48730,L,298.4,308.9,1638,32.4,109,0,0,0,0,0,0,M_2550
1010,M15869,M,296.2,307.2,1385,44.0,5,0,0,0,0,0,0,M_2009
3756,L50935,L,302.3,311.0,1329,51.5,154,0,0,0,0,0,0,M_4755
8682,L55861,L,297.2,308.4,1605,30.0,183,0,0,0,0,0,0,M_9681
9343,H38756,H,298.3,308.9,1706,31.8,8,0,0,0,0,0,0,M_10342
8010,H37423,H,300.9,312.0,2129,17.8,173,0,0,0,0,0,0,M_9009
3861,L51040,L,302.6,311.5,1427,38.9,213,0,0,0,0,0,0,M_4860
3149,H32562,H,300.4,309.8,1448,39.7,107,0,0,0,0,0,0,M_4148
2520,L49699,L,298.8,308.6,1631,32.4,38,0,0,0,0,0,0,M_3519
3128,L50307,L,300.0,309.5,1717,28.3,48,0,0,0,0,0,0,M_4127
9085,L56264,L,297.2,307.9,1326,75.4,172,1,0,0,1,1,0,M_10084
5317,M20176,M,303.6,312.8,1689,33.1,16,0,0,0,0,0,0,M_6316
1196,M16055,M,297.0,308.0,1408,47.9,54,0,0,0,0,0,0,M_2195
9051,M23910,M,297.4,308.5,1566,31.4,76,0,0,0,0,0,0,M_10050
880,L48059,L,295.8,306.3,1337,54.6,87,0,0,0,0,0,0,M_1879
6990,M21849,M,300.7,311.1,1608,35.3,167,0,0,0,0,0,0,M_7989
2488,H31901,H,298.9,308.6,1623,31.0,180,0,0,0,0,0,0,M_3487
2841,H32254,H,300.4,309.4,1487,38.9,185,0,0,0,0,0,0,M_3840
4330,L51509,L,301.6,310.0,1566,30.3,79,0,0,0,0,0,0,M_5329
2931,H32344,H,300.7,309.6,1403,51.3,174,0,0,0,0,0,0,M_3930
6425,M21284,M,300.3,310.0,1409,43.2,9,0,0,0,0,0,0,M_7424
2486,L49665,L,298.8,308.6,1593,35.5,175,0,0,0,0,0,0,M_3485
5748,L52927,L,302.1,311.5,1533,39.4,26,0,0,0,0,0,0,M_6747
884,L48063,L,295.7,306.3,1490,34.3,97,0,0,0,0,0,0,M_1883
4915,M19774,M,303.5,312.3,1532,41.7,32,0,0,0,0,0,0,M_5914
6211,L53390,L,300.8,310.5,1434,44.5,89,0,0,0,0,0,0,M_7210
9579,L56758,L,299.4,310.7,1551,41.2,3,0,0,0,0,0,0,M_10578
212,L47391,L,298.5,308.7,1575,33.9,128,0,0,0,0,0,0,M_1211
2276,L49455,L,299.3,308.6,1605,37.0,78,0,0,0,0,0,0,M_3275
2329,L49508,L,299.3,308.7,1579,36.3,211,0,0,0,0,0,0,M_3328
4951,M19810,M,303.8,312.7,1919,20.2,131,0,0,0,0,0,0,M_5950
3320,L50499,L,301.4,310.4,1689,30.6,110,0,0,0,0,0,0,M_4319
9835,M24694,M,298.3,309.1,1632,32.7,0,0,0,0,0,0,0,M_10834
4608,L51787,L,303.0,311.1,1980,20.2,137,0,0,0,0,0,0,M_5607
1439,L48618,L,298.8,309.9,1482,39.1,45,0,0,0,0,0,0,M_2438
468,L47647,L,297.2,308.5,2182,16.5,127,0,0,0,0,0,0,M_1467
5467,M20326,M,302.9,312.3,1426,44.7,157,0,0,0,0,0,0,M_6466
3330,L50509,L,301.6,310.7,1683,29.7,131,0,0,0,0,0,0,M_4329
5829,L53008,L,301.3,311.1,1504,39.1,2,0,0,0,0,0,0,M_6828
8608,L55787,L,297.5,308.4,1433,50.0,218,0,0,0,0,0,0,M_9607
697,M15556,M,297.6,309.0,1815,25.3,66,0,0,0,0,0,0,M_1696
7268,L54447,L,300.5,310.5,1695,26.7,28,0,0,0,0,0,0,M_8267
9145,M24004,M,297.5,308.5,1447,41.6,118,0,0,0,0,0,0,M_10144
8181,M23040,M,299.7,311.2,1616,42.3,180,0,0,0,0,0,0,M_9180
9939,L57118,L,298.3,308.1,1528,33.9,82,0,0,0,0,0,0,M_10938
1315,M16174,M,299.0,310.3,1635,34.5,168,0,0,0,0,0,0,M_2314
2302,M17161,M,299.2,308.6,1586,35.7,138,0,0,0,0,0,0,M_3301
2040,M16899,M,299.0,308.9,1449,39.6,105,0,0,0,0,0,0,M_3039
7109,M21968,M,300.8,310.5,1511,35.8,54,0,0,0,0,0,0,M_8108
3667,M18526,M,302.3,311.6,1608,39.9,136,0,0,0,0,0,0,M_4666
915,M15774,M,295.4,305.9,1518,40.6,178,0,0,0,0,0,0,M_1914
13,M14872,M,298.6,309.1,1339,51.1,34,0,0,0,0,0,0,M_1012
8584,L55763,L,297.4,308.0,1423,38.0,154,0,0,0,0,0,0,M_9583
6428,L53607,L,300.2,309.8,1418,49.3,16,0,0,0,0,0,0,M_7427
1537,M16396,M,298.2,308.9,1326,54.4,75,0,0,0,0,0,0,M_2536
737,L47916,L,296.9,308.3,1555,38.2,175,0,0,0,0,0,0,M_1736
8202,M23061,M,299.3,310.9,1826,25.1,2,0,0,0,0,0,0,M_9201
8653,H38066,H,297.3,308.3,1461,41.5,108,0,0,0,0,0,0,M_9652
454,L47633,L,297.4,308.7,1510,36.2,92,0,0,0,0,0,0,M_1453
4346,M19205,M,301.8,309.8,1546,39.8,121,0,0,0,0,0,0,M_5345
928,H30341,H,295.6,306.0,1396,52.4,0,0,0,0,0,0,0,M_1927
6292,M21151,M,301.1,310.5,1547,35.8,81,0,0,0,0,0,0,M_7291
8282,H37695,H,298.9,310.6,1519,38.8,213,0,0,0,0,0,0,M_9281
8723,L55902,L,297.2,308.6,1366,50.4,74,0,0,0,0,0,0,M_9722
6474,H35887,H,300.4,309.5,1547,50.7,131,0,0,0,0,0,0,M_7473
38,L47217,L,298.8,309.1,1439,39.2,104,0,0,0,0,0,0,M_1037
5771,L52950,L,301.6,311.2,1408,42.9,89,0,0,0,0,0,0,M_6770
2555,L49734,L,299.3,309.1,1531,37.9,127,0,0,0,0,0,0,M_3554
7633,L54812,L,300.5,311.6,1744,26.8,94,0,0,0,0,0,0,M_8632
9999,H39412,H,299.0,308.7,1408,48.5,25,0,0,0,0,0,0,M_10998
6621,M21480,M,301.6,310.7,1791,23.8,81,0,0,0,0,0,0,M_7620
941,L48120,L,295.6,306.2,1443,48.9,33,0,0,0,0,0,0,M_1940
7399,M22258,M,299.7,310.7,1498,37.8,146,0,0,0,0,0,0,M_8398
6129,L53308,L,300.9,311.0,1499,38.0,111,0,0,0,0,0,0,M_7128
9830,M24689,M,298.4,309.4,1429,41.8,203,0,0,0,0,0,0,M_10829
2681,L49860,L,299.8,309.5,1641,27.1,16,0,0,0,0,0,0,M_3680
4355,L51534,L,302.0,309.8,1456,58.1,145,0,0,0,0,0,0,M_5354
3059,L50238,L,300.0,309.0,1709,32.1,79,0,0,0,0,0,0,M_4058
7881,H37294,H,300.7,312.4,1457,47.2,74,0,0,0,0,0,0,M_8880
739,L47918,L,296.8,308.3,1506,45.9,182,0,0,0,0,0,0,M_1738
539,M15398,M,297.4,309.3,1499,36.8,88,0,0,0,0,0,0,M_1538
3326,L50505,L,301.5,310.6,1587,33.7,122,0,0,0,0,0,0,M_4325
4240,L51419,L,302.3,311.0,1446,37.6,75,0,0,0,0,0,0,M_5239
1401,H30814,H,298.9,310.1,1366,62.7,161,0,0,0,0,0,0,M_2400
4047,M18906,M,301.9,310.9,1421,46.2,26,0,0,0,0,0,0,M_5046
5138,L52317,L,304.3,313.5,1464,36.7,194,0,0,0,0,0,0,M_6137
4230,M19089,M,302.2,310.8,1408,46.8,49,0,0,0,0,0,0,M_5229
4192,L51371,L,302.4,311.0,1317,59.4,179,0,0,0,0,0,0,M_5191
9143,L56322,L,297.6,308.5,1678,34.2,114,0,0,0,0,0,0,M_10142
5539,M20398,M,302.3,311.8,1879,23.0,124,0,0,0,0,0,0,M_6538
2693,L49872,L,300.1,309.7,1641,30.4,41,0,0,0,0,0,0,M_3692
5341,L52520,L,303.5,312.7,1393,49.3,82,0,0,0,0,0,0,M_6340
9918,M24777,M,298.5,308.8,1557,36.0,21,0,0,0,0,0,0,M_10917
7671,L54850,L,300.5,311.6,1525,37.6,191,0,0,0,0,0,0,M_8670
9174,H38587,H,297.8,308.9,1650,32.2,195,0,0,0,0,0,0,M_10173
1808,L48987,L,298.0,307.6,1654,28.9,123,0,0,0,0,0,0,M_2807
5112,L52291,L,304.1,313.6,1556,37.4,129,0,0,0,0,0,0,M_6111
3990,L51169,L,302.2,311.3,1602,32.8,120,0,0,0,0,0,0,M_4989
3456,H32869,H,301.4,310.3,1611,41.5,11,0,0,0,0,0,0,M_4455
2908,M17767,M,300.6,309.4,1581,35.7,117,0,0,0,0,0,0,M_3907
6652,M21511,M,301.5,310.4,1276,55.6,158,0,0,0,0,0,0,M_7651
8288,L55467,L,298.9,310.6,1585,38.1,7,0,0,0,0,0,0,M_9287
6245,M21104,M,301.0,310.4,1665,30.9,177,0,0,0,0,0,0,M_7244
2698,L49877,L,300.0,309.6,1618,28.7,53,0,0,0,0,0,0,M_3697
4017,L51196,L,302.1,310.9,1658,30.3,186,0,0,0,0,0,0,M_5016
4340,L51519,L,301.7,309.9,1524,46.6,104,0,0,0,0,0,0,M_5339
4646,L51825,L,303.3,311.4,1732,25.6,232,0,0,0,0,0,0,M_5645
7740,L54919,L,300.5,311.9,1576,31.1,149,0,0,0,0,0,0,M_8739
7092,L54271,L,300.6,310.2,1318,51.0,8,0,0,0,0,0,0,M_8091
4693,M19552,M,303.4,311.4,1606,29.6,122,0,0,0,0,0,0,M_5692
1740,H31153,H,298.5,307.9,1260,54.2,141,0,0,0,0,0,0,M_2739
5407,L52586,L,302.7,312.4,1360,47.8,11,0,0,0,0,0,0,M_6406
4589,L51768,L,302.8,311.0,1564,38.5,85,0,0,0,0,0,0,M_5588
3126,L50305,L,300.1,309.4,1694,27.4,44,0,0,0,0,0,0,M_4125
2158,M17017,M,299.4,309.0,1939,19.8,204,0,0,0,0,0,0,M_3157
5334,M20193,M,303.5,312.6,1405,51.6,62,0,0,0,0,0,0,M_6333
8637,L55816,L,297.5,308.4,1723,27.3,67,0,0,0,0,0,0,M_9636
1826,M16685,M,298.0,307.5,1784,27.8,163,0,0,0,0,0,0,M_2825
4231,L51410,L,302.2,310.8,1673,32.9,52,0,0,0,0,0,0,M_5230
3488,M18347,M,301.8,310.8,1508,38.8,96,0,0,0,0,0,0,M_4487
9054,M23913,M,297.4,308.5,1638,32.2,84,0,0,0,0,0,0,M_10053
9769,L56948,L,298.6,309.6,1611,35.7,23,0,0,0,0,0,0,M_10768
3648,L50827,L,302.2,311.5,1427,43.8,88,0,0,0,0,0,0,M_4647
5903,L53082,L,300.9,310.6,1598,35.4,186,0,0,0,0,0,0,M_6902
6386,L53565,L,300.1,309.7,1410,48.3,118,0,0,0,0,0,0,M_7385
5639,L52818,L,302.6,312.1,1519,38.1,178,0,0,0,0,0,0,M_6638
6424,M21283,M,300.3,310.0,1537,37.5,6,0,0,0,0,0,0,M_7423
7827,L55006,L,299.8,311.1,1300,64.2,165,0,0,0,0,0,0,M_8826
7744,L54923,L,300.5,311.9,1710,28.4,158,0,0,0,0,0,0,M_8743
3013,L50192,L,300.4,309.6,1432,44.7,192,0,0,0,0,0,0,M_4012
7672,M22531,M,300.5,311.6,1456,51.1,193,0,0,0,0,0,0,M_8671
9549,L56728,L,299.6,311.1,1521,37.2,131,0,0,0,0,0,0,M_10548
9978,L57157,L,298.6,308.3,1422,40.4,179,0,0,0,0,0,0,M_10977
3081,M17940,M,299.9,309.2,1539,43.2,132,0,0,0,0,0,0,M_4080
3521,L50700,L,301.9,311.0,1669,32.2,191,0,0,0,0,0,0,M_4520
4979,L52158,L,303.6,312.7,1429,47.7,198,0,0,0,0,0,0,M_5978
7620,L54799,L,300.6,311.5,1459,47.0,63,0,0,0,0,0,0,M_8619
4348,H33761,H,301.9,309.8,1724,27.5,126,0,0,0,0,0,0,M_5347
8441,L55620,L,298.6,309.8,1370,56.0,0,0,0,0,0,0,0,M_9440
1347,L48526,L,298.6,310.1,1533,33.9,24,0,0,0,0,0,0,M_2346
7088,L54267,L,300.6,310.3,1648,30.5,217,1,1,0,0,0,0,M_8087
8948,M23807,M,297.3,308.2,1452,38.2,44,0,0,0,0,0,0,M_9947
5652,M20511,M,302.5,312.0,1447,45.7,210,0,0,0,0,0,0,M_6651
8082,L55261,L,300.2,311.6,1356,53.5,132,0,0,0,0,0,0,M_9081
1792,L48971,L,298.1,307.8,1524,40.8,71,0,0,0,0,0,0,M_2791
7429,M22288,M,300.0,311.4,1864,23.3,2,0,0,0,0,0,0,M_8428
9580,L56759,L,299.5,310.7,1589,33.5,5,0,0,0,0,0,0,M_10579
9960,L57139,L,298.1,307.8,1379,49.1,135,0,0,0,0,0,0,M_10959
2271,L49450,L,299.3,308.6,1437,48.1,67,0,0,0,0,0,0,M_3270
9767,H39180,H,298.6,309.6,1449,42.5,16,0,0,0,0,0,0,M_10766
2956,M17815,M,300.7,309.5,1439,43.8,41,0,0,0,0,0,0,M_3955
3444,L50623,L,301.5,310.5,1535,39.0,204,0,0,0,0,0,0,M_4443
7736,L54915,L,300.6,312.0,1406,55.1,136,0,0,0,0,0,0,M_8735
834,L48013,L,296.6,307.4,1616,28.0,175,0,0,0,0,0,0,M_1833
6499,H35912,H,300.8,309.9,2041,19.2,194,0,0,0,0,0,0,M_7498
2992,M17851,M,300.5,309.7,1341,50.9,137,0,0,0,0,0,0,M_3991
7793,H37206,H,300.1,311.4,1485,40.4,75,0,0,0,0,0,0,M_8792
2151,H31564,H,299.3,308.8,1636,35.5,180,0,0,0,0,0,0,M_3150
4023,L51202,L,302.1,310.9,1666,30.7,203,0,0,0,0,0,0,M_5022
7615,L54794,L,300.5,311.4,1432,47.5,51,0,0,0,0,0,0,M_8614
6124,L53303,L,300.9,310.9,1477,41.5,100,0,0,0,0,0,0,M_7123
3339,M18198,M,301.6,310.9,1510,40.9,152,0,0,0,0,0,0,M_4338
4344,L51523,L,301.7,309.8,1491,39.3,114,0,0,0,0,0,0,M_5343
4464,L51643,L,302.8,310.6,2016,19.9,199,0,0,0,0,0,0,M_5463
2376,M17235,M,299.2,308.4,1476,32.7,101,0,0,0,0,0,0,M_3375
9044,L56223,L,297.4,308.4,1343,40.0,61,0,0,0,0,0,0,M_10043
5571,M20430,M,302.4,312.1,1492,47.7,7,0,0,0,0,0,0,M_6570
8599,L55778,L,297.6,308.3,1478,42.3,193,0,0,0,0,0,0,M_9598
8504,L55683,L,298.5,309.8,1468,40.9,157,0,0,0,0,0,0,M_9503
8880,L56059,L,298.0,309.2,1527,39.5,85,0,0,0,0,0,0,M_9879
1887,L49066,L,297.9,307.6,1503,40.7,124,0,0,0,0,0,0,M_2886
1198,M16057,M,296.9,307.9,1441,47.6,60,0,0,0,0,0,0,M_2197
6427,L53606,L,300.2,309.7,1448,36.8,14,0,0,0,0,0,0,M_7426
8911,L56090,L,297.1,308.4,1550,37.0,167,0,0,0,0,0,0,M_9910
2936,M17795,M,300.8,309.7,1680,28.2,189,0,0,0,0,0,0,M_3935
6342,M21201,M,300.4,309.8,1421,47.2,0,0,0,0,0,0,0,M_7341
1430,M16289,M,298.9,310.0,1456,43.8,15,0,0,0,0,0,0,M_2429
6307,L53486,L,301.0,310.4,1563,34.4,124,0,0,0,0,0,0,M_7306
3650,L50829,L,302.2,311.5,1481,40.4,93,0,0,0,0,0,0,M_4649
1938,L49117,L,298.2,308.0,1411,42.4,48,0,0,0,0,0,0,M_2937
5172,M20031,M,304.2,313.4,1329,54.5,75,0,0,0,0,0,0,M_6171
7764,L54943,L,300.4,311.6,1200,76.6,3,1,0,0,1,0,0,M_8763
6393,L53572,L,300.1,309.7,1680,33.8,140,0,0,0,0,0,0,M_7392
1154,H30567,H,297.0,307.9,1448,45.6,172,0,0,0,0,0,0,M_2153
6250,L53429,L,300.7,310.1,1542,35.5,191,0,0,0,0,0,0,M_7249
7037,L54216,L,300.7,310.6,1540,52.7,85,0,0,0,0,0,0,M_8036
4229,L51408,L,302.2,310.8,2203,16.6,47,0,0,0,0,0,0,M_5228
4975,L52154,L,303.8,312.7,1414,41.7,190,0,0,0,0,0,0,M_5974
6401,L53580,L,300.1,309.7,1601,35.8,160,0,0,0,0,0,0,M_7400
3640,L50819,L,302.4,311.6,1622,35.0,68,0,0,0,0,0,0,M_4639
3972,H33385,H,302.2,311.4,1625,35.4,70,0,0,0,0,0,0,M_4971
9594,L56773,L,299.1,310.2,1352,52.8,41,0,0,0,0,0,0,M_10593
3376,M18235,M,301.4,310.6,1459,46.9,27,0,0,0,0,0,0,M_4375
2487,M17346,M,298.9,308.7,1772,28.4,177,0,0,0,0,0,0,M_3486
6954,L54133,L,300.8,311.3,1462,41.4,75,0,0,0,0,0,0,M_7953
606,M15465,M,297.9,309.8,1693,29.9,35,0,0,0,0,0,0,M_1605
7444,H36857,H,300.1,311.6,1589,37.9,37,0,0,0,0,0,0,M_8443
5928,L53107,L,300.2,310.1,1649,30.5,43,0,0,0,0,0,0,M_6927
2454,L49633,L,299.0,308.6,1648,30.8,98,0,0,0,0,0,0,M_3453
3609,M18468,M,301.7,310.8,1954,21.6,198,0,0,0,0,0,0,M_4608
1484,L48663,L,298.0,308.9,1578,35.6,153,0,0,0,0,0,0,M_2483
4519,L51698,L,302.4,310.3,1480,45.8,123,0,0,0,0,0,0,M_5518
3038,L50217,L,300.5,309.7,1887,24.3,28,0,0,0,0,0,0,M_4037
9352,L56531,L,298.3,308.8,1645,30.4,33,0,0,0,0,0,0,M_10351
7692,M22551,M,300.5,311.5,1370,56.1,7,0,0,0,0,0,0,M_8691
4116,H33529,H,302.0,310.6,1346,54.7,196,0,0,0,0,0,0,M_5115
1427,M16286,M,298.7,309.7,1622,34.6,8,0,0,0,0,0,0,M_2426
497,M15356,M,297.5,309.2,1530,40.0,206,0,0,0,0,0,0,M_1496
3353,L50532,L,301.4,310.8,1610,34.6,187,0,0,0,0,0,0,M_4352
8794,L55973,L,297.4,308.5,1782,25.9,54,0,0,0,0,0,0,M_9793
759,L47938,L,296.8,308.0,1497,41.7,231,0,0,0,0,0,0,M_1758
838,L48017,L,296.6,307.4,1465,47.8,187,0,0,0,0,0,0,M_1837
4327,L51506,L,301.6,310.1,1362,55.8,70,1,0,1,0,0,0,M_5326
2128,H31541,H,299.3,309.0,1425,40.6,123,0,0,0,0,0,0,M_3127
1023,L48202,L,296.2,307.2,1515,36.5,38,0,0,0,0,0,0,M_2022
8762,L55941,L,297.5,308.8,1417,49.8,177,0,0,0,0,0,0,M_9761
5614,M20473,M,303.0,312.3,1483,38.8,114,0,0,0,0,0,0,M_6613
5581,M20440,M,302.6,312.2,1458,38.8,34,0,0,0,0,0,0,M_6580
1058,L48237,L,296.8,307.8,1573,36.4,126,0,0,0,0,0,0,M_2057
9542,M24401,M,299.5,310.8,1754,31.3,114,0,0,0,0,0,0,M_10541
6856,M21715,M,301.1,311.3,1654,30.7,28,0,0,0,0,0,0,M_7855
7349,H36762,H,299.7,310.3,1462,40.4,19,0,0,0,0,0,0,M_8348
9045,L56224,L,297.4,308.4,1378,39.9,63,0,0,0,0,0,0,M_10044
2129,L49308,L,299.4,309.0,1800,24.3,128,0,0,0,0,0,0,M_3128
2767,M17626,M,299.9,309.4,1889,26.0,6,0,0,0,0,0,0,M_3766
2109,H31522,H,299.4,309.0,1415,51.7,62,0,0,0,0,0,0,M_3108
